,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
91,246.08,335.32,274.08,294.29,1161.99,665.02,839.93,403.32,281.93,755.95,,406.04,873.37,664.09,154.43,188.8,2537.38,,316.03
92,121.58,252.4,63.75,449.89,890.47,1800.85,647.35,772.89,194.37,2838.66,,287.88,730.37,585.39,446.23,487.14,1735.6,,771.86
93,564.81,985.81,788.44,321.79,574.08,1616.88,557.49,1570.48,440.75,2616.33,,200.34,621.81,426.09,346.58,215.34,1677.71,,654.41
94,491.83,239.16,685.19,223.2,407.42,956.86,111.68,764.16,369.99,683.42,,193.94,525.18,592.33,256.61,255.01,1661.21,,554.75
95,363.99,2228.44,593.92,135.69,627.47,841.87,1220.61,575.89,613.34,491.27,,620.54,440.02,510.23,178.07,74.93,588.31,,440.29
96,477.31,2003.8,367.01,227.42,502.28,502.5,1395.89,498.13,412.63,1065.96,,527.21,163.34,573.23,496.5,546.4,1009.24,,322.49
97,391.5,1814.26,2007.0,688.63,352.68,1317.75,2898.97,135.23,328.42,963.35,,440.66,137.6,359.32,360.74,459.12,817.92,,243.09
98,318.17,1654.55,1676.27,492.99,184.5,1093.28,1568.32,175.32,645.28,852.02,,480.09,424.62,64.74,276.07,478.72,655.73,,898.97
99,245.95,913.46,634.8,519.54,863.05,983.42,290.88,77.23,448.86,742.32,,384.35,325.53,239.34,291.88,382.37,583.4,,687.31
100,97.62,807.51,425.31,422.64,648.47,790.29,134.82,508.93,365.4,588.11,,302.12,234.78,101.88,321.12,298.46,213.33,,620.88
101,639.83,609.63,345.87,402.82,565.78,552.67,736.59,241.45,919.05,388.74,,491.4,339.72,138.79,426.84,220.23,1413.06,,959.08
102,374.42,373.66,1788.58,326.28,613.34,732.49,556.4,325.76,665.88,287.46,,412.07,201.23,501.28,344.59,500.92,1466.7,,620.01
103,303.63,1373.79,1458.45,389.48,512.42,503.02,406.19,224.2,451.55,447.69,,332.09,65.65,425.78,230.43,405.05,1472.07,,528.83
104,237.78,1183.31,1039.94,298.43,769.8,404.01,718.05,1035.99,1362.39,231.11,,1218.62,241.16,405.34,126.47,320.5,1441.28,,447.04
105,176.5,1065.96,2177.18,511.42,657.06,315.06,489.85,925.56,636.77,544.71,,963.21,296.36,321.41,253.49,172.81,763.06,,788.88
106,65.38,761.34,2292.09,386.22,559.51,587.69,400.71,747.37,239.45,456.9,,752.59,600.52,256.09,180.62,569.31,582.0,,586.85
107,273.54,522.38,880.52,182.41,396.84,326.1,323.79,671.01,413.46,354.96,,485.85,509.28,441.4,959.52,473.62,210.31,,431.21
108,27.23,285.43,791.71,305.14,1350.44,279.93,2382.74,403.19,898.41,275.13,,554.75,270.97,361.74,720.9,403.26,330.2,,10.73
109,611.03,180.49,543.39,637.64,2475.68,189.39,2275.75,1998.97,812.65,328.96,,308.83,548.95,220.3,591.82,567.74,898.41,,224.83
110,412.12,295.7,213.77,454.69,2199.45,708.24,2179.07,699.21,520.5,250.9,,146.61,447.04,1443.41,316.42,466.78,136.18,,686.24
111,331.11,208.77,390.22,360.23,710.87,611.59,2081.25,382.37,2369.3,180.62,,739.72,358.29,1652.48,851.54,278.93,485.67,,578.85
112,256.44,487.64,279.9,282.72,600.7,525.05,467.96,303.95,1274.14,668.51,,575.26,483.29,1766.5,411.37,793.51,418.57,,481.23
113,32.0,289.04,183.58,745.84,197.36,447.2,271.9,575.11,953.25,567.62,,833.55,397.35,1578.78,396.65,713.08,355.51,,609.04
114,296.84,105.83,331.83,354.98,775.06,475.21,465.84,474.07,778.76,491.93,,600.8,317.83,515.59,677.42,641.29,726.16,,405.42
115,52.99,86.39,194.89,280.29,672.32,379.58,355.78,384.93,159.64,613.41,,1047.98,164.06,188.39,521.69,134.9,648.76,,36.24
116,221.28,731.68,149.7,854.25,488.06,299.81,245.16,304.96,375.72,444.64,,807.99,550.01,106.82,589.07,605.15,579.33,,289.88
117,106.84,551.27,64.92,737.84,614.11,442.49,151.67,243.51,1124.21,2063.55,,613.58,446.23,738.38,477.99,515.24,518.4,,271.47
118,680.45,474.84,150.18,532.79,535.25,359.51,483.3,254.01,1004.92,1964.09,,268.75,187.96,580.23,392.9,838.52,146.35,,738.38
119,516.54,331.98,661.28,955.4,710.73,282.4,228.74,1269.82,686.29,1029.28,,1416.1,517.81,326.0,775.45,728.27,363.61,,657.37
